,date,CPI,Mortgage_rate,Unemp_rate,NASDAQ,disposable_income,Personal_consumption_expenditure,personal_savings,Date,State,Dead,Injured,Total,Description
152,1993-07,144.5,7.206,6.9,703.395238095238,7281.2,4468.9,7.6,2021-02,Colorado,1,3,4,"A man was killed and two adults and a teenager were wounded at an early morning hotel party,"
152,1993-07,144.5,7.206,6.9,703.395238095238,7281.2,4468.9,7.6,2022-03,New York,0,4,4,"A motorist fleeing a traffic stop opened fire as he was being pursued by police, wounding three officers, before being shot by an officer at the end of a car chase."
153,1993-08,144.8,7.1125,6.8,725.1486363636363,7291.8,4481.1,7.7,2019-08,Texas,2,2,4,Two men were killed and a man and woman were injured in a drive-by shooting.
153,1993-08,144.8,7.1125,6.8,725.1486363636363,7291.8,4481.1,7.7,2018-05,California,3,3,6,Three people were killed and three others were wounded during a Fourth of July party. Police believe the shooting was gang-related.
153,1993-08,144.8,7.1125,6.8,725.1486363636363,7291.8,4481.1,7.7,2020-09,Arkansas,0,5,5,Five people were shot in an evening shooting.
153,1993-08,144.8,7.1125,6.8,725.1486363636363,7291.8,4481.1,7.7,2021-02,Texas,1,3,4,A man was killed and two adults and a teenager wounded at an apartment complex.
153,1993-08,144.8,7.1125,6.8,725.1486363636363,7291.8,4481.1,7.7,2022-03,Oregon,0,4,4,"A shooting during an illegal street-racing event in the St. Johns neighborhood wounded four, including two teenagers, and one child. The suspect, an adult male, was also injured."
154,1993-09,145.0,6.915,6.7,745.9433333333333,7271.9,4511.5,6.9,2019-08,South Carolina,2,2,4,"A man opened fire on patrons at a bar, killing two and wounding two others, after being kicked out."
154,1993-09,145.0,6.915,6.7,745.9433333333333,7271.9,4511.5,6.9,2018-05,Virginia,0,6,6,Six people were injured while walking down the street. A suspect was taken into custody.
154,1993-09,145.0,6.915,6.7,745.9433333333333,7271.9,4511.5,6.9,2020-09,Arkansas,0,4,4,"Four people were wounded in a drive-by afternoon shooting, near I-630."
154,1993-09,145.0,6.915,6.7,745.9433333333333,7271.9,4511.5,6.9,2021-01,"Washington, D.C.",1,5,6,Five adults were wounded and one killed in Southwest D.C. late at night.
154,1993-09,145.0,6.915,6.7,745.9433333333333,7271.9,4511.5,6.9,2022-03,Louisiana,2,2,4,"A shooting at an intersection in the Little Woods neighborhood killed two, and injured two others."
155,1993-10,145.6,6.834,6.8,771.3071428571427,7236.4,4532.8,6.3,2019-08,California,0,4,4,"Four people, including a social worker and a security guard were wounded in the Skid Row district."
155,1993-10,145.6,6.834,6.8,771.3071428571427,7236.4,4532.8,6.3,2018-05,Ohio,1,5,6,One person was killed and five were injured in a shooting at a Fourth of July party.
155,1993-10,145.6,6.834,6.8,771.3071428571427,7236.4,4532.8,6.3,2020-09,Pennsylvania,2,3,5,"Two men were killed and three wounded while playing basketball at the Roberto Clemente Playground in Spring Garden. Police believe the men were targeted as the three shooters chased them down, after the first confrontation."
155,1993-10,145.6,6.834,6.8,771.3071428571427,7236.4,4532.8,6.3,2021-01,Iowa,0,6,6,Five adults and a teenager were wounded after an argument at a hotel birthday party celebration escalated.
155,1993-10,145.6,6.834,6.8,771.3071428571427,7236.4,4532.8,6.3,2022-03,California,2,3,5,"A drive-by shooting in northern Hollister killed two, and injured three."
156,1993-11,146.0,7.155,6.6,764.0385714285713,7256.4,4554.1,6.3,2019-08,Georgia,0,4,4,Four female students from Clark Atlanta University and Spelman College were wounded during a block party.
156,1993-11,146.0,7.155,6.6,764.0385714285713,7256.4,4554.1,6.3,2018-04,Indiana,1,3,4,One person was killed and three were wounded.
156,1993-11,146.0,7.155,6.6,764.0385714285713,7256.4,4554.1,6.3,2020-09,California,2,3,5,Two people were killed and three others injured in a quintuple shooting near San Jose State University.
156,1993-11,146.0,7.155,6.6,764.0385714285713,7256.4,4554.1,6.3,2021-09,Illinois,0,5,5,Five bystanders were wounded when passengers of two separate cars opened fire on one another while driving down a Fulton River District road.
156,1993-11,146.0,7.155,6.6,764.0385714285713,7256.4,4554.1,6.3,2022-03,Ohio,0,4,4,A shooting at a downtown nightclub during the early morning hours wounded four.
157,1993-12,146.3,7.172,6.5,762.9440909090908,7503.7,4571.1,9.1,2019-08,Missouri,0,4,4,Four teenagers were wounded after an argument escalated during a gathering in a hotel room.
157,1993-12,146.3,7.172,6.5,762.9440909090908,7503.7,4571.1,9.1,2018-04,Georgia,1,3,4,"After a bar fight spilled into a parking lot, shots were fired, killing one person and wounding three others."
157,1993-12,146.3,7.172,6.5,762.9440909090908,7503.7,4571.1,9.1,2020-09,Illinois,0,5,5,"Five people, including three teenagers, were wounded in a drive by shooting. The group were outside celebrating Mexican Independence."
157,1993-12,146.3,7.172,6.5,762.9440909090908,7503.7,4571.1,9.1,2021-09,Illinois,1,3,4,A woman was killed and three others injured in the early morning after a man opened fire on a car in Park Manor.
157,1993-12,146.3,7.172,6.5,762.9440909090908,7503.7,4571.1,9.1,2022-03,Virginia,0,4,4,"An argument between two groups of people outside a bar in Northwest Virginia Beach just after midnight led to a shooting that injured four. Officers nearby responded and fired at one of the shooters, but they escaped uninjured."
158,1994-01,146.3,7.06,6.6,787.7685714285714,7363.1,4585.1,7.1,2019-08,Texas,0,7,7,Seven people were injured in a shooting at a party.
158,1994-01,146.3,7.06,6.6,787.7685714285714,7363.1,4585.1,7.1,2018-03,Missouri,1,5,6,One person was killed and five others were wounded in a drive-by shooting.
158,1994-01,146.3,7.06,6.6,787.7685714285714,7363.1,4585.1,7.1,2020-09,Louisiana,0,4,4,"Three people were wounded in a vehicle and a fourth while walking down the street, after a drug deal turned into a robbery. One of the wounded was an eight-year-old girl."
158,1994-01,146.3,7.06,6.6,787.7685714285714,7363.1,4585.1,7.1,2021-09,Minnesota,1,3,4,A man was fatally shot and three others injured in a gunfire incident on Bloomington Avenue in the Phillips neighborhood.
158,1994-01,146.3,7.06,6.6,787.7685714285714,7363.1,4585.1,7.1,2022-03,Colorado,2,2,4,"A fight outside The Citadel mall during the late evening escalated into a shooting that killed two, and wounded two others."
159,1994-02,146.7,7.1525,6.6,787.8094736842106,7377.2,4632.6,6.5,2019-08,Missouri,0,4,4,Police responded to a shooting call and discovered four people wounded.
159,1994-02,146.7,7.1525,6.6,787.8094736842106,7377.2,4632.6,6.5,2018-03,District of Columbia,0,4,4,Four people were injured in a shooting.
159,1994-02,146.7,7.1525,6.6,787.8094736842106,7377.2,4632.6,6.5,2020-09,New Jersey,2,6,8,Two people died and six others were injured in an overnight shooting near Rutgers University.
159,1994-02,146.7,7.1525,6.6,787.8094736842106,7377.2,4632.6,6.5,2021-09,Illinois,1,3,4,A man was killed and two adults and a teenager wounded in Humboldt Park on the Northwest Side.
159,1994-02,146.7,7.1525,6.6,787.8094736842106,7377.2,4632.6,6.5,2022-03,Arizona,0,5,5,"An argument between two groups of people at a Tanger Outlets mall led to a shooting that injured five, including a child and two teenagers."
160,1994-03,147.1,7.675,6.5,785.9252173913043,7401.7,4646.0,6.8,2019-08,Virginia,1,3,4,"A woman was killed, and responding officers engaged with the suspect causing an officer, bystander and the suspect to be wounded."
160,1994-03,147.1,7.675,6.5,785.9252173913043,7401.7,4646.0,6.8,2018-02,New York,2,2,4,"A woman and a 17-month-old child were killed in a shooting that injured two others. One person was taken into custody, although police suspect others were involved. Police believe the shooting was gang-related."
160,1994-03,147.1,7.675,6.5,785.9252173913043,7401.7,4646.0,6.8,2020-09,Michigan,0,7,7,Seven people were wounded in a late night shooting outside a business in the city's southeast side. One victim's injuries were considered life-threatening.
160,1994-03,147.1,7.675,6.5,785.9252173913043,7401.7,4646.0,6.8,2021-09,New York,0,5,5,A man opened fire outside a club in Inwood in Upper Manhattan wounding four. Responding officers opened fire an wounded him.
160,1994-03,147.1,7.675,6.5,785.9252173913043,7401.7,4646.0,6.8,2022-03,New York,0,4,4,"An attempted burglary at a home led to a gunfight, with two residents being injured, and two robbers being injured."
161,1994-04,147.2,8.316,6.4,732.2952631578947,7402.0,4671.1,6.4,2019-08,Pennsylvania,0,5,5,Four men and a teenage boy were wounded.
161,1994-04,147.2,8.316,6.4,732.2952631578947,7402.0,4671.1,6.4,2018-01,Illinois,0,6,6,"Six people were injured when a gunman opened fire on three people on a sidewalk. In addition to the three people on the sidewalk, three children in a car were wounded."
161,1994-04,147.2,8.316,6.4,732.2952631578947,7402.0,4671.1,6.4,2020-09,Tennessee,3,3,6,"A man opened fire inside a vehicle on I-24 and killed one person in his vehicle and wounded another. He attempted to carjack three vehicles and wounded two people, before taking two hostages. At the end of the hostage taking a hostage and the gunman were dead and the other hostage released."
161,1994-04,147.2,8.316,6.4,732.2952631578947,7402.0,4671.1,6.4,2021-09,Washington,3,3,6,Two groups of people began fighting in a bar and others joined in as it spilled into the parking lot. Some fighters got into cars and opened fire while driving away killing three and wounding three others.
161,1994-04,147.2,8.316,6.4,732.2952631578947,7402.0,4671.1,6.4,2022-03,California,1,3,4,"Four men, including a teenager, were shot in a parking lot just after midnight in the Valley Oak neighborhood. The teenager died as he was frantically driven to a hospital by a family member."
162,1994-05,147.5,8.5975,6.1,727.7642857142857,7487.4,4669.5,7.6,2019-08,Alabama,2,3,5,Two people were killed and three wounded in a shooting near Alabama State University.
162,1994-05,147.5,8.5975,6.1,727.7642857142857,7487.4,4669.5,7.6,2018-06,Georgia,1,6,7,"Several shooters fired into a crowd that was fleeing a nightclub, killing one person and injuring six. Police arrested one suspect, and believe the shooting was gang-related."
162,1994-05,147.5,8.5975,6.1,727.7642857142857,7487.4,4669.5,7.6,2020-09,Florida,0,4,4,A security guard and three club goers were wounded after an individual opened fire from a car shortly after midnight.
162,1994-05,147.5,8.5975,6.1,727.7642857142857,7487.4,4669.5,7.6,2021-09,Illinois,0,6,6,Six adults were wounded in East Garfield Park on the West Side in the early morning.
162,1994-05,147.5,8.5975,6.1,727.7642857142857,7487.4,4669.5,7.6,2022-03,Illinois,2,2,4,Four men were shot by someone who approached them and opened fire as they stood on the sidewalk in the South Shore neighborhood. Two of the victims later died from their injuries.
163,1994-06,147.9,8.3975,6.1,723.2095454545455,7475.5,4708.9,6.9,2019-08,West Virginia,1,5,6,A man killed his girlfriend and injured five others and a dog before being wounded by police and arrested.
163,1994-06,147.9,8.3975,6.1,723.2095454545455,7475.5,4708.9,6.9,2018-06,Maryland,0,6,6,Six people were injured at a barbecue when an unknown person walked into the yard and began firing.
163,1994-06,147.9,8.3975,6.1,723.2095454545455,7475.5,4708.9,6.9,2020-09,Illinois,1,3,4,"A man was killed and two adults and a seventeen-year-old boy were wounded while sitting on a homes porch in Englewood, after two men exited a vehicle and opened fire."
163,1994-06,147.9,8.3975,6.1,723.2095454545455,7475.5,4708.9,6.9,2021-09,California,0,4,4,Four people including a teenager were wounded in East Oakland.
163,1994-06,147.9,8.3975,6.1,723.2095454545455,7475.5,4708.9,6.9,2022-03,Connecticut,0,4,4,Four people were shot outside of a bar after an altercation.
164,1994-07,148.4,8.614,6.1,713.49,7481.7,4720.6,7.0,2019-08,Pennsylvania,0,6,6,Six Philadelphia Police officers were shot during an eight-hour standoff while attempting to serve a drug warrant.
164,1994-07,148.4,8.614,6.1,713.49,7481.7,4720.6,7.0,2018-06,New Jersey,0,5,5,Five people were injured when several people began exchanging gunfire. One suspect was arrested.
164,1994-07,148.4,8.614,6.1,713.49,7481.7,4720.6,7.0,2020-12,Illinois,2,4,6,A man opened fire at an early morning house party after an argument escalated in the Austin neighborhood. Another individual returned fire causing the first shooter and three others to be wounded and two others killed.
164,1994-07,148.4,8.614,6.1,713.49,7481.7,4720.6,7.0,2021-09,New York,0,4,4,Four men were wounded in the early morning.
164,1994-07,148.4,8.614,6.1,713.49,7481.7,4720.6,7.0,2022-03,Texas,0,10,10,"Crossfire between two gunmen injured 10 victims from a crowd of 1,000 spring break celebration attendees at the 'Space Dallas' party hall."
165,1994-08,149.0,8.5125,6.0,738.8678260869565,7490.5,4762.6,6.5,2019-08,Washington,2,3,5,Police responded to calls of shots fired and found a deceased male and three women wounded. One died at the hospital from their injuries.
165,1994-08,149.0,8.5125,6.0,738.8678260869565,7490.5,4762.6,6.5,2018-06,Maryland,5,2,7,Capital Gazette shooting: A gunman entered the offices of The Capital Gazette and killed five employees and wounded two others.
165,1994-08,149.0,8.5125,6.0,738.8678260869565,7490.5,4762.6,6.5,2020-12,North Carolina,0,5,5,Four adults and a teenager were wounded after a verbal altercation at a house party escalated.
165,1994-08,149.0,8.5125,6.0,738.8678260869565,7490.5,4762.6,6.5,2021-09,Tennessee,2,5,7,Responding police found two adults killed and four adults and a child wounded.
165,1994-08,149.0,8.5125,6.0,738.8678260869565,7490.5,4762.6,6.5,2022-03,Wisconsin,0,4,4,"An argument at a party led to someone opening fire, wounding four people, in the Franklin Heights neighborhood."
166,1994-09,149.3,8.64,5.9,763.9380952380952,7523.2,4775.0,6.8,2019-08,Mississippi,0,4,4,Four people were wounded in a shooting.
166,1994-09,149.3,8.64,5.9,763.9380952380952,7523.2,4775.0,6.8,2018-06,California,1,3,4,One person was killed and three were injured when at least one person began shooting at them outside a mini-mart.
166,1994-09,149.3,8.64,5.9,763.9380952380952,7523.2,4775.0,6.8,2020-11,Louisiana,0,5,5,"Five people were wounded at a large party, with one aged sixteen-years-old."
166,1994-09,149.3,8.64,5.9,763.9380952380952,7523.2,4775.0,6.8,2021-09,California,0,6,6,Shortly after midnight six people were wounded at a large house party.
166,1994-09,149.3,8.64,5.9,763.9380952380952,7523.2,4775.0,6.8,2022-03,Texas,1,3,4,"Four teenagers were shot outside another teen's birthday party being held at a production studio, with one dying from their injuries. The shooting was sparked by an argument in the parking lot of the studio."
167,1994-10,149.4,8.925,5.8,762.457619047619,7594.7,4812.9,7.1,2019-12,California,2,2,4,A police officer was killed and two were wounded after a suspect opened fire during a traffic stop. The suspect was killed by police.
